Word, Score
services,0.07884
over,0.07448
service,0.06962
with,0.0505
ot,0.04962
and,0.02778
he,0.00733
best‐of‐breed,0.23037
they,0.20198
having,0.19983
organizations,0.17844
switch,0.17207
choice,0.14301
customers,0.14285
offerings,0.14241
without,0.13848
open,0.13357
lack,0.1301
then,0.12444
critical,0.12021
which,0.11591
benefit,0.11046
would,0.10956
offer,0.09432
banks,0.09404
access,0.09009
have,0.07867
can,0.07192
platform,0.07171
from,0.07004
but,0.06871
her,0.06542
their,0.06308
the,0.00951
c,0.0001
designers,0.24824
in‐house,0.23832
forced,0.20672
outside,0.20672
banks,0.19456
willing,0.18459
signs,0.17377
instead,0.17001
building,0.16352
early,0.14611
decision,0.14494
open,0.13818
make,0.12946
onditions,0.12909
regulators,0.11451
solutions,0.11404
develop,0.10093
offer,0.09757
are,0.09585
products,0.09145
not,0.08831
product,0.08022
data,0.07711
customers,0.07389
their,0.06525
the,0.00983
m,0.00043
partnerships,0.2773
weakly,0.26222
enforced,0.24824
product‐level,0.23832
broadly,0.21902
adopted,0.19512
banks,0.19456
greater,0.16255
regulations,0.15336
fintechs,0.13818
open,0.13818
intro,0.10483
with,0.101
ake,0.096
are,0.09585
access,0.0932
not,0.08831
data,0.07711
platform,0.07418
customers,0.07389
bank,0.06904
use,0.06854
form,0.0511
for,0.02214
the,0.00983
curator,0.27159
expense,0.23235
controlled,0.22684
curated,0.2107
much,0.17863
greater,0.16836
give,0.1655
choice,0.15322
power,0.1441
end,0.12949
banking,0.12657
conclusion,0.11553
states,0.11292
duction,0.10765
findings,0.10676
implications,0.10307
uncertainties,0.10228
banks,0.10075
digital,0.08978
one,0.08978
state,0.08754
platforms,0.08713
ban,0.07053
customer,0.05981
for,0.02293
the,0.02037
they,0.19546
specialize,0.19031
want,0.17822
whether,0.17442
features,0.17103
areas,0.16795
manufacturers,0.16383
choose,0.15297
ensure,0.13613
partnerships,0.12971
get,0.12926
their,0.12208
via,0.11488
banking,0.11432
partners,0.10872
other,0.10087
offer,0.09127
banks,0.091
need,0.08532
platforms,0.0787
can,0.0696
customers,0.06912
ks,0.06643
that,0.06235
will,0.05785
and,0.02599
pro,0.02416
the,0.0092
customers,0.3061
unified,0.27159
best‐of‐breed,0.24683
switching,0.22208
higher,0.15388
choice,0.15322
face,0.15011
than,0.13644
costs,0.13013
experience,0.12596
benefit,0.11835
less,0.11599
states,0.11292
other,0.11168
implications,0.10307
products,0.09472
have,0.08429
platform,0.07683
from,0.07504
but,0.07361
vide,0.07015
end,0.06475
for,0.04587
b,0.00659
distort,0.28164
regulators,0.24599
controlled,0.23525
closely,0.22594
curated,0.21851
ecosystems,0.18525
consider,0.1563
ensure,0.1563
owners,0.15159
power,0.14944
position,0.14643
using,0.14321
must,0.13158
etween,0.12351
they,0.11221
implications,0.10689
not,0.09485
platforms,0.09036
product,0.08616
platform,0.07967
market,0.07249
mark,0.0712
their,0.07009
are,0.05147
for,0.02378
the,0.01056
fintechs,0.27635
handled,0.24824
properly,0.23062
spread,0.17953
manufacturers,0.17513
forces,0.16255
stored,0.16161
data,0.15421
track,0.14794
ensure,0.14552
owners,0.14113
also,0.12802
must,0.1225
between,0.11548
regulators,0.11451
partner,0.10447
implications,0.09951
product,0.08022
can,0.0744
platform,0.07418
customer,0.05775
and,0.02778
et,0.02356
for,0.02214
the,0.01967
broaden,0.20044
banks,0.19456
extend,0.18645
effectively,0.17001
suite,0.16352
lose,0.15336
offerings,0.14732
reach,0.14552
compete,0.14494
partnerships,0.13865
fintechs,0.13818
directly,0.13213
their,0.1305
distribution,0.12873
also,0.12802
control,0.12597
introduction,0.10943
with,0.101
findi,0.09816
out,0.09097
more,0.07935
over,0.07448
can,0.0744
but,0.07107
use,0.06854
and,0.01389
hosting,0.27159
optimize,0.22684
large,0.21282
seek,0.16371
fintechs,0.14311
start,0.13644
distribution,0.13333
significant,0.13152
end,0.12949
chain,0.12912
banking,0.12657
firms,0.12536
partners,0.12037
conclusion,0.11553
states,0.11292
two,0.10537
uncertainties,0.10228
banks,0.10075
value,0.10046
digital,0.08978
ngs,0.08806
state,0.08754
platforms,0.08713
tech,0.07815
their,0.06758
and,0.01439
pre‐existing,0.23886
niches,0.23886
distributors,0.19311
especially,0.17147
enter,0.16643
product,0.16616
sector,0.16039
those,0.1596
smaller,0.15735
owners,0.14617
fintechs,0.14311
using,0.1381
distribution,0.13333
banking,0.12657
firms,0.12536
focus,0.11715
banks,0.10075
not,0.09146
digital,0.08978
tech,0.07815
platform,0.07683
but,0.07361
that,0.06903
their,0.06758
form,0.05293
and,0.01439
the,0.01019
those,0.33103
maximize,0.26663
interacting,0.25597
best‐of,0.24095
embrace,0.21851
already,0.20463
platforms,0.18071
allowing,0.16801
aggregation,0.16317
tech,0.1621
making,0.15214
partnerships,0.14892
used,0.14066
them,0.12761
firm,0.12199
with,0.10848
potential,0.10789
banks,0.10448
base,0.1001
customers,0.07936
their,0.07009
customer,0.06203
the,0.01056
full‐service,0.27159
agile,0.24683
seeing,0.24683
breed,0.21411
exclusive,0.21411
popularity,0.18436
give,0.1655
difficult,0.16201
networks,0.15592
choice,0.15322
make,0.13408
distribution,0.13333
banking,0.12657
large,0.10641
model,0.10623
these,0.1042
banks,0.10075
alternative,0.10031
traditional,0.09
platforms,0.08713
have,0.08429
more,0.08218
their,0.06758
‐,0.05003
and,0.02878
the,0.02037
players,0.2833
missing,0.23832
upstream,0.19512
join,0.19052
signs,0.17377
choose,0.16352
enter,0.16069
growing,0.15979
big,0.15563
tech,0.15092
early,0.14611
move,0.13913
conditions,0.12983
distribution,0.12873
critical,0.12435
infrastructure,0.11723
side,0.11672
large,0.10274
out,0.09097
risk,0.07969
services,0.07884
set,0.07711
customers,0.07389
from,0.07245
financial,0.05748
pr,0.01884
the,0.00983
plagued,0.27159
oligopolistic,0.27159
scandal,0.2571
trustworthy,0.2571
software,0.20474
breach,0.18761
accept,0.16836
big,0.16119
tech,0.15631
engage,0.15322
major,0.14952
oviding,0.14837
players,0.14671
remain,0.14617
distribution,0.13333
firms,0.12536
regulators,0.1186
products,0.09472
not,0.09146
more,0.08218
services,0.08165
data,0.07986
financial,0.05953
with,0.0523
are,0.04964
mo,0.04195
and,0.01439
facebook,0.49648
begin,0.38548
sandboxes,0.26222
firms,0.24207
backed,0.21442
operate,0.18459
simple,0.17953
area,0.15807
like,0.12946
partners,0.11622
financial,0.11496
introduction,0.10943
regulatory,0.10882
allow,0.10377
two,0.10174
develop,0.10093
e.g,0.0983
offer,0.09757
products,0.09145
one,0.08668
services,0.07884
tech,0.07546
and,0.01389
the,0.00983
re,0.0036
intensifying,0.27688
challenging,0.21763
area,0.17631
relationships,0.17273
expand,0.16501
prese,0.15012
techs,0.14014
end,0.13945
banking,0.13631
regulators,0.12772
conclusion,0.12442
states,0.12161
into,0.12071
findings,0.11497
large,0.11459
two,0.11348
uncertainties,0.11015
digital,0.09668
state,0.09427
services,0.08793
their,0.07278
customer,0.06442
financial,0.06411
and,0.01549
the,0.01097
shelf,0.30418
cross‐entity,0.30418
rving,0.26023
buying,0.24872
convenience,0.221
products,0.21217
increases,0.20478
aggregation,0.17623
represent,0.17463
choice,0.17161
customers,0.17141
competition,0.16493
implications,0.11544
provider,0.11473
platforms,0.09758
tech,0.08753
from,0.08404
financial,0.06667
for,0.05137
the,0.02282
c,0.00012
dominance,0.46125
extends,0.26222
strongly,0.24824
omparability,0.23062
regulators,0.22902
quality,0.178
thus,0.16661
finance,0.15563
decrease,0.15263
consider,0.14552
firms,0.12104
into,0.10822
even,0.10803
large,0.10274
implications,0.09951
may,0.0983
need,0.09121
product,0.08022
risk,0.07969
more,0.07935
tech,0.07546
market,0.06749
for,0.02214
the,0.01967
and,0.01389
t,3e-05
would,0.23478
meaning,0.20474
competitor,0.20209
banks,0.20151
resources,0.18138
potentially,0.17608
advantages,0.17487
broader,0.1704
aggregation,0.15735
reach,0.15071
face,0.15011
competitive,0.13726
retail,0.13081
they,0.1082
implications,0.10307
find,0.09788
products,0.09472
platforms,0.08713
have,0.08429
more,0.08218
ech,0.07563
ser,0.05408
with,0.0523
and,0.02878
for,0.02293
umbrella,0.25348
staying,0.25348
bundled,0.23996
unbundled,0.23996
firms,0.234
pieces,0.23037
would,0.21913
large,0.19863
regulated,0.18632
previously,0.16929
significantly,0.15713
tech,0.14589
only,0.14067
banking,0.11813
become,0.10294
with,0.09763
implications,0.0962
under,0.09517
vices,0.07287
bank,0.06674
inc,0.05461
the,0.02852
for,0.02141
compelling,0.22356
pressures,0.19533
100,0.19097
three,0.16945
environment,0.16945
competition,0.15858
open,0.15412
force,0.14163
end,0.13945
banking,0.13631
sets,0.13405
increasing,0.12746
conclusion,0.12442
introduction,0.12206
states,0.12161
findings,0.11497
uncertainties,0.11015
rease,0.10586
access,0.10396
digital,0.09668
state,0.09427
data,0.086
their,0.07278
customer,0.06442
and,0.01549
open,0.26714
forced,0.19983
segments,0.16321
platforms,0.16264
valuable,0.16106
consumers,0.15447
first,0.15362
third,0.13593
move,0.1345
most,0.13094
regulation,0.12772
sell,0.12209
result,0.12082
banking,0.11813
many,0.11139
focus,0.10934
large,0.09931
incumbent,0.09867
develop,0.09756
banks,0.09404
time,0.09162
institutions,0.07392
tech,0.07294
are,0.04633
for,0.02141
the,0.01901
and,0.01343
aided,0.24824
suits,0.23062
deploying,0.22434
falls,0.20344
banks,0.19456
playing,0.178
field,0.17122
loyalty,0.16255
product,0.16043
same,0.15807
against,0.15563
compete,0.14494
directly,0.13213
parties,0.12221
level,0.12221
banking,0.12221
them,0.11881
shift,0.11523
they,0.10447
provider,0.0989
products,0.09145
platforms,0.08412
can,0.0744
customers,0.07389
that,0.06665
the,0.01967
owning,0.31685
entire,0.2329
guidance,0.22091
operator,0.21161
manufacturer,0.2084
choose,0.19759
becomes,0.19416
product,0.19386
difficult,0.18901
platform,0.17927
distribution,0.15555
critical,0.15026
condition,0.14913
must,0.14803
banking,0.14766
experience,0.14695
become,0.12867
institutions,0.0924
from,0.08755
financial,0.06945
the,0.02377
open,0.29682
force,0.27277
newly,0.26663
enough,0.23525
created,0.19636
signs,0.18665
consist,0.1826
platforms,0.18071
participate,0.17782
regulations,0.16472
early,0.15693
development,0.13827
support,0.12619
gain,0.12249
solutions,0.12249
incumbents,0.121
develop,0.1084
banks,0.10448
digital,0.0931
identity,0.09004
customer,0.06203
and,0.01492
the,0.01056
s,2e-05
overcoming,0.28164
flock,0.26663
closed,0.2303
embrace,0.21851
curated,0.21851
push,0.19826
stickiness,0.19636
against,0.16716
customers,0.15872
open,0.14841
back,0.14741
ently,0.13984
development,0.13827
deliver,0.13289
banking,0.13126
them,0.12761
regulators,0.12299
provider,0.10623
one,0.0931
formation,0.0931
platforms,0.09036
platform,0.07967
their,0.07009
the,0.02113
di,0.01354
perhaps,0.27159
101,0.23235
appear,0.20474
created,0.18935
focused,0.17487
three,0.15735
design,0.15388
only,0.15071
fintechs,0.14311
stribution,0.13187
end,0.12949
banking,0.12657
firms,0.12536
conclusion,0.11553
introduction,0.11334
states,0.11292
findings,0.10676
large,0.10641
uncertainties,0.10228
digital,0.08978
state,0.08754
platforms,0.08713
product,0.08308
tech,0.07815
that,0.06903
are,0.04964
p,0.00076
benefitting,0.24683
pushed,0.24683
wanted,0.24683
decide,0.23235
dynamics,0.22684
fragmented,0.2107
banks,0.20151
significantly,0.16836
shifting,0.16371
competition,0.14726
due,0.13081
chain,0.12912
play,0.12536
role,0.12419
what,0.1186
increasing,0.11835
would,0.11739
they,0.1082
ower,0.10453
implications,0.10307
value,0.10046
are,0.09927
more,0.08218
customers,0.07652
from,0.07504
for,0.02293
would,0.34002
subsidize,0.24824
product,0.24065
distributor,0.18114
cross‐,0.18114
profitability,0.17001
thus,0.16661
lose,0.15336
ensure,0.14552
open,0.13818
manager,0.13252
mean,0.12698
chain,0.12467
any,0.09982
banks,0.09728
value,0.09699
ability,0.09257
products,0.09145
platforms,0.08412
have,0.08138
platform,0.07418
their,0.06525
the,0.01967
and,0.01389
becomes,0.32138
image,0.26222
client‐centric,0.26222
would,0.22668
before,0.19768
brand,0.17377
benefic,0.16255
important,0.15892
more,0.1587
customers,0.14777
advantage,0.14732
competitive,0.13252
than,0.13173
main,0.12132
even,0.10803
implications,0.09951
banks,0.09728
have,0.08138
market,0.06749
that,0.06665
and,0.02778
for,0.02214
the,0.01967
confused,0.28164
overwhelmed,0.28164
legislations,0.28164
clarify,0.26663
regulators,0.24599
comfortable,0.22204
playing,0.19119
field,0.1839
regulations,0.16472
however,0.16027
choice,0.1589
open,0.14841
iaries,0.121
grow,0.11958
implications,0.10689
may,0.10559
products,0.09823
need,0.09796
customers,0.07936
wit,0.05318
for,0.04757
and,0.02984
the,0.02113
open,0.26714
materially,0.23037
raises,0.21172
bypass,0.19375
liable,0.18024
distributor,0.1751
platforms,0.16264
entrants,0.14686
owner,0.13357
fintechs,0.13357
question,0.13094
who,0.11538
shift,0.11139
different,0.10559
allow,0.10031
model,0.09915
implications,0.0962
business,0.09488
product,0.07754
new,0.07508
the,0.04753
pro,0.02497
for,0.02141
h,0.00116
branding,0.26222
blem,0.17377
ways,0.15724
strong,0.15643
entrants,0.15192
without,0.14326
open,0.13818
must,0.1225
scale,0.12018
many,0.11523
introduction,0.10943
states,0.10903
findings,0.10308
uncertainties,0.09875
stand,0.09699
find,0.09451
access,0.0932
products,0.09145
out,0.09097
world,0.08533
platforms,0.08412
new,0.07767
can,0.0744
platform,0.07418
customers,0.07389
provide,0.07245
their,0.06525
end,0.06251
for,0.02214
banking,0.28352
102,0.26023
conclusion,0.2588
takeaways,0.21857
distributors,0.21629
manufacturers,0.20315
digital,0.2011
participants,0.17623
choice,0.17161
rise,0.15373
make,0.15017
force,0.1473
betwe,0.13311
key,0.1018
platforms,0.09758
product,0.09305
institutions,0.0887
market,0.07829
will,0.07173
financial,0.06667
for,0.02569
the,0.01141
far‐reaching,0.26663
focus,0.24298
strategic,0.20027
i.e,0.19826
manufacturing,0.19636
becoming,0.18665
interaction,0.1826
product,0.17232
well,0.15958
choice,0.1589
businesses,0.15823
distribution,0.13827
models,0.12509
implications,0.10689
this,0.10495
have,0.08741
platform,0.07967
their,0.07009
will,0.06642
customer,0.06203
for,0.02378
fo,0.02053
and,0.01492
the,0.01056
en,0.00473
winners,0.28164
bigger,0.22594
fewer,0.20238
distributors,0.20027
manufacturers,0.1881
significantly,0.17459
product,0.17232
leader,0.16317
landscape,0.15958
advantage,0.15823
being,0.15506
both,0.15271
competitive,0.14234
will,0.13283
increase,0.10963
offer,0.1048
platforms,0.09036
market,0.07249
their,0.07009
customer,0.06203
for,0.02378
the,0.02113
and,0.01492
r,8e-05
virtuous,0.28164
awareness,0.22594
distributors,0.20027
products,0.19645
feed,0.19283
cycl,0.19119
economies,0.1881
significantly,0.17459
best,0.16169
advantage,0.15823
transparency,0.15506
improved,0.1505
significant,0.13639
scale,0.12909
increasing,0.12274
into,0.11624
access,0.1001
data,0.08282
will,0.06642
customer,0.06203
for,0.04757
the,0.02113
and,0.01492
s,2e-05
imperatives,0.29248
forge,0.25022
meanin,0.21763
possible,0.20025
non‐financial,0.20025
services,0.17587
relationships,0.17273
increasingly,0.16166
growth,0.15465
banking,0.13631
firms,0.135
ecosystem,0.12772
states,0.12161
other,0.12027
under,0.10981
digital,0.09668
more,0.0885
institutions,0.08529
end,0.06973
will,0.06897
financial,0.06411
with,0.05633
all,0.05526
and,0.01549
e,2e-05
proficiency,0.30418
win‐win,0.30418
symbiotic,0.28796
willingness,0.25407
establishing,0.24872
relationships,0.17964
partnerships,0.16084
banking,0.14176
create,0.13751
within,0.1354
partners,0.13481
ecosystem,0.13283
introduction,0.12694
lead,0.1216
findings,0.11957
uncertainties,0.11455
digital,0.10055
more,0.09204
that,0.07731
will,0.07173
for,0.02569
and,0.01611
the,0.01141
g,0.00181
e,2e-05
references,0.40521
www.theinvestmentobserver.co.uk/t,0.33063
observer,0.313
103,0.28286
n26,0.28286
challenger,0.24924
european,0.23051
https,0.18733
retrieved,0.16864
banking,0.15408
conclusion,0.14065
states,0.13747
future,0.12229
investment,0.11485
digital,0.10929
services,0.0994
from,0.09135
bank,0.08706
financial,0.07247
the,0.0248
nd,0.00828
ech/2017/05/11/european‐challenger‐bank‐n26‐390hoia2,0.40023
www.americanbanker.com/news/open‐api‐for‐bank‐ap,0.40023
banker,0.37889
agricole,0.36375
american,0.3343
apps,0.2673
's,0.24526
https,0.22677
open,0.2109
retrieved,0.20414
credit,0.1737
model,0.15655
here,0.1563
work,0.13866
api,0.13513
can,0.11356
from,0.11058
bank,0.10538
for,0.0338
can‐credit‐agricoles‐model‐work‐here,0.36211
nordicapis.com/tracking‐the‐growth‐of‐the‐api‐economy,0.36211
nordics,0.34281
ps‐,0.32911
battle,0.30246
apis,0.27679
tracking,0.26021
economy,0.23644
growth,0.19147
retrieved,0.1847
http,0.18413
firms,0.16715
banks,0.13434
api,0.12226
tech,0.1042
over,0.10285
from,0.10005
so,0.06036
the,0.02716
and,0.01918
www.nytimes.com/2017/03/23/business/dealbook/banks‐and‐tech‐firms‐battle‐over‐something‐akin‐to‐gold‐your‐data.html,0.47527
r=0,0.47527
mething,0.44993
biggest,0.44993
gold,0.39698
york,0.36873
your,0.32831
times,0.32263
https,0.26928
retrieved,0.24242
akin,0.23876
new,0.14078
data,0.13976
from,0.13132
the,0.03565
www.theverge.com/2017/6/12/15782328/zelle‐us‐banks‐instant‐,0.44732
payment‐processing‐app‐venmo‐square‐cash,0.44732
launching,0.40654
venmo,0.40654
verge,0.27895
operational,0.27895
https,0.25344
faster,0.23734
retrieved,0.22816
retail,0.21546
own,0.18668
banks,0.16595
from,0.12359
bank,0.11778
their,0.11131
are,0.08175
the,0.01678
www.bcgperspectives.com/content/articles/financial‐institutions‐technology‐digital‐retail‐bank‐operational‐digital,0.54317
boston,0.49366
reap,0.4647
consulting,0.38236
rewards,0.3787
leaders,0.3408
https,0.30775
retrieved,0.27705
group,0.26592
digital,0.17955
from,0.15008
the,0.04074
and,0.02878
‐leaders‐reap‐rewards,0.42247
ranks,0.42247
javelin,0.42247
www.prnewswire.com/news‐releases/bbva‐,0.42247
compass‐ranks‐in‐top‐group‐in‐2016‐jav,0.42247
awards,0.39994
bbva,0.38396
newswire,0.37156
compass,0.36143
leader,0.24476
top,0.22906
retrieved,0.21548
http,0.21482
group,0.20682
banking,0.19689
online,0.195
2016,0.14954
from,0.11673
elin‐online‐banking‐leader‐awards‐300364391.html,0.40023
orban,0.40023
medium.com/aws‐enterprise‐,0.40023
collection/capi,0.40023
stages,0.34241
journey,0.3343
stephen,0.32107
web,0.30593
amazon,0.27904
cloud,0.26523
https,0.22677
adoption,0.21865
retrieved,0.20414
capital,0.1487
through,0.14848
one,0.1323
services,0.12033
from,0.11058
the,0.01501
tal‐ones‐cloud‐journey‐through‐the‐stages‐of‐adoption‐bb0895d7772c,0.50696
achilles,0.50696
thefinancialbrand.com/58786/core‐banking‐leg,0.50696
heel,0.47993
brand,0.33596
https,0.28724
retrieved,0.25858
core,0.24616
banking,0.23626
industry,0.22231
systems,0.1918
from,0.14007
financial,0.11112
the,0.03803
acy‐systems‐marketing,0.50696
tellers,0.50696
blacksmiths,0.50696
www.washingtonpost.com/business/economy/bank‐tellers‐are‐the‐next‐,0.50696
blacksmiths/2017/02/08/fdf78618,0.50696
washington,0.47993
next,0.31615
https,0.28724
post,0.28021
retrieved,0.25858
from,0.14007
bank,0.13349
are,0.09265
the,0.03803
‐ee1c‐11e6‐9662‐6eedf1627882_story.html,0.44732
utm_term=.60a9e8ce7881,0.44732
www.prnewswire.com/news‐releases/santander‐bank‐,0.44732
wow,0.40654
empowers,0.39342
newswire,0.39342
santander,0.35264
factor,0.27259
retrieved,0.22816
http,0.22745
new,0.1325
customers,0.12604
from,0.12359
bank,0.11778
with,0.08615
the,0.01678
e,3e-05
mpowers‐new‐customers‐with‐the‐wow‐factor‐300463961.html,0.54317
www.bain.com/publications/articles/customer‐loyalty‐in‐ret,0.54317
edition,0.51421
bain,0.51421
loyalty,0.33672
company,0.31617
retrieved,0.27705
http,0.27619
retail,0.26163
banking,0.25314
global,0.23107
2016,0.19227
from,0.15008
customer,0.11963
lending,0.34682
ail‐banking‐,0.28164
2016.aspx,0.28164
3.4,0.26663
104,0.24771
105,0.24095
introduction,0.23508
evolved,0.21528
greatly,0.20702
last,0.20463
several,0.18525
2017,0.16716
section,0.16243
conclusion,0.11981
states,0.1171
findings,0.11071
uncertainties,0.10607
forum,0.10238
has,0.10151
economic,0.10038
world,0.09165
end,0.06714
the,0.01056
y,0.00427
threatened,0.23764
examines,0.19432
saw,0.19432
developments,0.19432
this,0.17711
shaping,0.17265
forward,0.16897
decade,0.16897
trends,0.15998
half,0.15748
several,0.1563
entry,0.15301
path,0.15099
ears,0.14731
forces,0.14731
first,0.14402
rapid,0.13768
section,0.13705
industry,0.10421
lending,0.09754
uncertain,0.0847
key,0.07953
new,0.07039
that,0.0604
with,0.04577
the,0.04456
and,0.01259
p2p,0.34414
lending,0.31214
were,0.28021
centres,0.22294
impacting,0.19983
lean,0.19109
circa,0.18862
adjudication,0.15904
forces,0.15713
landscape,0.14362
2015,0.14241
major,0.13956
mass,0.13744
power,0.1345
automated,0.11459
grow,0.10762
change,0.10048
processes,0.10048
future,0.09376
alternative,0.09362
services,0.07621
the,0.02852
and,0.02686
transforming,0.24683
globe,0.23886
reaching,0.22208
circa,0.20209
worthiness,0.19962
measure,0.19732
origination,0.17863
quickly,0.17733
adjudication,0.1704
developed,0.1646
was,0.1646
ways,0.16285
automation,0.16039
track,0.15322
were,0.15011
being,0.14952
significant,0.13152
number,0.12814
across,0.12278
loan,0.12169
credit,0.11787
new,0.08045
customers,0.07652
2,0.07099
and,0.02878
ing,0.01104
the,0.01019
prowess,0.26222
low‐credit,0.26222
would,0.22668
thin‐file,0.21442
react,0.18843
speed,0.18114
big,0.15563
015,0.14671
about,0.14552
were,0.14494
around,0.14165
fintechs,0.13818
lenders,0.13375
benefit,0.11427
lending,0.10763
incumbent,0.10207
uncertainties,0.09875
future,0.09699
alternativ,0.09642
how,0.09219
digital,0.08668
world,0.08533
customers,0.07389
from,0.07245
the,0.0295
and,0.01389
106,0.25597
lending,0.23121
findings,0.22143
p2p,0.19119
overview,0.1826
adjudication,0.17671
significantly,0.17459
entrants,0.16317
compete,0.15567
disru,0.13788
would,0.12174
conclusion,0.11981
grow,0.11958
introduction,0.11754
states,0.1171
uncertainties,0.10607
banks,0.10448
traditional,0.09333
new,0.08343
able,0.07975
end,0.06714
with,0.05424
are,0.05147
and,0.01492
e,2e-05
poised,0.23886
expanded,0.22684
underbanked,0.22684
thin‐file,0.22208
subp,0.22208
did,0.21411
bring,0.2107
techniques,0.2107
appear,0.20474
pting,0.18138
adjudication,0.1704
occur,0.16936
significantly,0.16836
disruption,0.1646
innovations,0.14074
where,0.12626
scale,0.12448
credit,0.11787
lending,0.11148
access,0.09653
not,0.09146
have,0.08429
new,0.08045
but,0.07361
market,0.0699
for,0.02293
and,0.01439
the,0.01019
small‐business,0.27107
pioneered,0.27107
rime,0.22091
non‐financial,0.21694
origination,0.2084
seamless,0.20004
adjudication,0.1988
expect,0.19528
rapid,0.18357
leading,0.18357
borrowers,0.18273
fintechs,0.16696
emerging,0.1642
lender,0.15732
deliver,0.1495
individual,0.12157
digital,0.10474
platforms,0.10165
customers,0.08928
their,0.07885
are,0.05791
and,0.03357
the,0.01188
disadvantage,0.25723
occurred,0.23916
compared,0.22356
economics,0.21017
important,0.17726
disruption,0.17726
marketplace,0.16717
raising,0.1604
put,0.15519
underwriting,0.15308
lenders,0.14918
distribution,0.14358
point,0.14125
where,0.13598
credit,0.12694
source,0.12138
funding,0.11919
que,0.11032
cost,0.10965
banks,0.1085
has,0.10541
not,0.0985
traditional,0.09692
data,0.086
for,0.0247
and,0.01549
107,0.26752
sustainability,0.26023
expanded,0.25407
underbanke,0.24872
techniques,0.23599
adjudication,0.19085
significantly,0.18856
's,0.1864
stions,0.17018
about,0.1688
credit,0.13201
conclusion,0.1294
introduction,0.12694
states,0.12647
lending,0.12486
findings,0.11957
model,0.11898
finding,0.1149
uncertainties,0.11455
access,0.10811
have,0.0944
new,0.0901
end,0.07252
for,0.02569
the,0.01141
thin‐file,0.4606
qualify,0.26663
adjudicating,0.25597
credit,0.24447
subprime,0.24095
insufficient,0.23525
analytical,0.22594
bureau,0.22594
techniques,0.21851
proven,0.19119
valuable,0.17896
especially,0.17782
history,0.16888
customers,0.15872
most,0.14549
have,0.08741
new,0.08343
data,0.08282
with,0.05424
for,0.04757
and,0.02984
d,0.00014
sources,0.2329
adjudicating,0.23037
data,0.22361
credit,0.22002
underserved,0.18862
expansion,0.18024
emerged,0.17355
driving,0.1528
new,0.15017
rapid,0.14686
social,0.14618
supporting,0.14067
loans,0.13956
evidence,0.13901
individuals,0.12734
mobile,0.12145
such,0.11728
markets,0.11564
have,0.07867
use,0.06625
for,0.04281
and,0.02686
p,0.00071
effectiveness,0.25022
insufficient,0.24429
thin‐file,0.23916
accounting,0.22356
had,0.22048
has,0.21082
proven,0.19854
improving,0.18706
valuable,0.18584
established,0.17273
data,0.17201
borrowers,0.16867
businesses,0.16432
underwriting,0.15308
limited,0.1506
while,0.14279
credit,0.12694
ayments,0.11366
this,0.10899
customers,0.08241
with,0.05633
for,0.0494
the,0.01097
bolster,0.28164
underbanked,0.23525
bureau,0.22594
looking,0.22594
stores,0.20957
effectively,0.1826
especially,0.17782
history,0.16888
data,0.16564
however,0.16027
businesses,0.15823
underwriting,0.14741
lenders,0.14366
existing,0.14366
using,0.14321
their,0.14017
small,0.13713
models,0.12509
incumbent,0.10963
more,0.08523
customers,0.07936
are,0.05147
for,0.02378
and,0.01492
t,3e-05
unstructured,0.24824
siloed,0.23832
agile,0.23832
heavily,0.23062
transformation,0.20044
investing,0.18114
address,0.178
analytics,0.16771
challenges,0.16555
often,0.15807
difficult,0.15643
new,0.15535
automation,0.15486
data,0.15421
making,0.14165
put,0.13913
models,0.11647
credit,0.1138
incumbents,0.11266
these,0.10061
more,0.07935
use,0.06854
hat,0.05973
are,0.04792
and,0.02778
en,0.0044
iteration,0.29248
best‐in‐class,0.29248
constrained,0.26582
adjustments,0.26582
lag,0.26582
slowly,0.25723
methodologies,0.25723
cycles,0.24429
implementing,0.22356
short,0.20025
much,0.19237
trants,0.16867
entran,0.16571
provides,0.16363
making,0.158
using,0.14872
while,0.14279
models,0.12991
credit,0.12694
incumbents,0.12566
improve,0.11633
this,0.10899
more,0.0885
new,0.08664
their,0.07278
are,0.05345
credit,0.3667
temporary,0.26663
caveats,0.26663
underbanked,0.23525
cycles,0.23525
thin‐file,0.2303
understanding,0.1881
especially,0.17782
available,0.17069
advantage,0.15823
lack,0.14456
competitive,0.14234
while,0.1375
sources,0.12939
models,0.12509
become,0.11437
impr,0.10672
have,0.08741
risk,0.0856
new,0.08343
data,0.08282
customers,0.07936
ts,0.02525
and,0.01492
the,0.01056
crisis,0.35345
fare,0.25348
macro‐c,0.25348
subprime,0.21686
approaches,0.19665
unclear,0.19665
alternative,0.18724
next,0.15807
developed,0.15362
since,0.15045
were,0.14011
making,0.13693
following,0.13643
full,0.13267
oved,0.12696
life,0.11785
models,0.11259
many,0.11139
how,0.08912
over,0.07199
customers,0.07142
will,0.05978
financial,0.05556
the,0.03803
for,0.02141
108,0.27645
subprime,0.26023
expanded,0.25407
underbanked,0.25407
thin‐file,0.24872
techniques,0.23599
cycle,0.20826
adjudication,0.19085
significantly,0.18856
credit,0.13201
redit,0.13148
conclusion,0.1294
introduction,0.12694
states,0.12647
lending,0.12486
findings,0.11957
finding,0.1149
uncertainties,0.11455
access,0.10811
